stimulus,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,mouse.started,mouse.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli copy/jordan-graff-87111nn8z_w-unsplash.jpeg,0,0,0,18,12.945845332928002,None,8.0,88.0,1,0,0,1.133158874930814,image,stimuli copy/jordan-graff-87111nn8z_w-unsplash.jpeg,0.010388290975242853,None,14.018396124942228,None,0,001,2022_Apr_19_1416,9.60trial3,2021.2.3,None,
,,,,,15.67378899990581,None,5.0,95.0,1,0,0,1.1560281249694526,image,stimuli copy/mathew-schwartz-3z56aMRpjJ0-unsplash.jpeg,0.0034310417249798775,None,,,,,,,,,
