stimulus,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,mouse.started,mouse.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli copy/aaron-burden-xNsoHwvoHnY-unsplash.jpeg,0,0,0,0,12.684548333054408,None,-0.024444444444444446,0.07777777777777778,1,0,0,0.6313099998515099,image,stimuli copy/aaron-burden-xNsoHwvoHnY-unsplash.jpeg,0.00656675873324275,None,13.307784708216786,None,0,001,2022_Apr_19_1225,9.60trial3,2021.2.3,None,
stimuli copy/darya-sev-QRdX9dO8poY-unsplash.jpeg,0,1,1,8,14.950971500016749,None,-0.10111111111111111,0.05555555555555555,1,0,0,0.9879754160065204,image,stimuli copy/darya-sev-QRdX9dO8poY-unsplash.jpeg,0.003539429511874914,None,15.941615375224501,None,0,001,2022_Apr_19_1225,9.60trial3,2021.2.3,None,
