trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,image.started,image.stopped,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,12.518704624846578,None,0.016559830866754055,None,,,,,,,
