trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,image.started,image.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,15.286804124945775,None,-26.0,19.0,1,0,0,1.3717179999221116,image,stimuli copy/daniel-mirlea-w4lzk2_Yasc-unsplash.jpeg,0.008590874960646033,None,,,,,,,
