stimulus,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,mouse.started,mouse.stopped,mouse.x,mouse.y,time,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli copy/darya-sev-QRdX9dO8poY-unsplash.jpeg,0,0,0,8,13.488167792093009,None,None,None,-128.0,31.0,2.0475128749385476,15.522738583153114,None,j,001,2022_Apr_20_1445,9.60trial3,2021.2.3,None,
