stimulus,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,mouse.started,mouse.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli copy/jordan-graff-87111nn8z_w-unsplash.jpeg,0,0,0,18,12.877599583007395,None,0.0,103.0,1,0,0,1.0287159581203014,image,stimuli copy/jordan-graff-87111nn8z_w-unsplash.jpeg,0.014337748987600207,None,13.903625540900975,None,0,001,2022_Apr_20_1347,9.60trial3,2021.2.3,None,
stimuli copy/jack-b-JYZYRF0j_Uc-unsplash.jpeg,0,1,1,14,15.70597079093568,None,-358.0,10.0,1,0,0,0.46710675000213087,image,stimuli copy/jack-b-JYZYRF0j_Uc-unsplash.jpeg,0.008429874666035175,None,18.516069957986474,None,0,001,2022_Apr_20_1347,9.60trial3,2021.2.3,None,
