stimulus,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,mouse.started,mouse.stopped,mouse.x,mouse.y,time,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli copy/chris-leipelt-fqoHScXjiW4-unsplash.jpeg,0,0,0,4,13.297175749903545,None,None,None,-362.0,108.0,4.6637579158414155,17.955189917003736,None,3,001,2022_Apr_20_1434,9.60trial3,2021.2.3,None,
