stimulus,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,mouse.started,mouse.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stimuli copy/daniela-cuevas-t7YycgAoVSw-unsplash.jpeg,0,0,0,7,14.098619792144746,None,23.0,-1.0,1,0,0,1.3080873750150204,image,stimuli copy/daniela-cuevas-t7YycgAoVSw-unsplash.jpeg,0.005596040515229106,None,15.377992667024955,None,f,001,2022_Apr_20_1410,9.60trial3,2021.2.3,None,
stimuli copy/long-truong-vRepMA0VQ54-unsplash.jpeg,0,1,1,20,17.181648958008736,None,143.0,128.0,1,0,0,0.48610024992376566,image,stimuli copy/long-truong-vRepMA0VQ54-unsplash.jpeg,0.0060436667408794165,None,17.669808625010774,None,f,001,2022_Apr_20_1410,9.60trial3,2021.2.3,None,
