image.started,image.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.clicked_image,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.10157616599463,None,0.16,-0.052222222222222225,1,0,0,1.2610192919382825,image,stimuli copy/arjun-kapoor-Om3JbZp3CCo-unsplash.jpeg,0.0066387500846758485,None,4,001,2022_Apr_17_0414,9.60trial3,2021.2.3,None,
